"testing_strategy","weighted_risk_reduction"
"every_other_day",0.353553639825993
"every_other_day",0.206994336583483
"every_other_day",0.154098168414416
"every_other_day",0.177099048155572
"every_other_day",0.152037818489671
"every_other_day",0.123502989256542
"every_other_day",0.213822562258453
"every_other_day",0.120415840565141
"every_other_day",0.258816740252729
"every_other_day",0.250334991665146
"every_other_day",0.187353387757554
"every_other_day",0.368051015058124
"every_other_day",0.273609589125045
"every_other_day",0.1652318057042
"every_other_day",0.181044568848859
"every_other_day",0.163659212561292
"every_other_day",0.354629778548334
"every_other_day",0.171835565600864
"every_other_day",0.150653505663738
"every_other_day",0.149631145358043
"every_other_day",0.170728247219282
"every_other_day",0.135139485467553
"every_other_day",0.170962958547009
"every_other_day",0.309936492568961
"every_other_day",0.27143089179347
"every_other_day",0.15958817758446
"every_other_day",0.165157878012521
"every_other_day",0.376033854333053
"every_other_day",0.153187049328854
"every_other_day",0.197408067956059
"every_other_day",0.139053511373919
"every_other_day",0.194384898096723
"every_other_day",0.215737497372649
"every_other_day",0.15611494659044
"every_other_day",0.314236761909097
"every_other_day",0.144534813626126
"every_other_day",0.170335613927702
"every_other_day",0.184525252486178
"every_other_day",0.240811765210449
"every_other_day",0.174363358341554
"every_other_day",0.301667057051164
"every_other_day",0.232030293689768
"every_other_day",0.222437706679764
"every_other_day",0.22225972449462
"every_other_day",0.175762696390306
"every_other_day",0.129353763234357
"every_other_day",0.118463777101016
"every_other_day",0.256693889425022
"every_other_day",0.229552053377099
"every_other_day",0.193653150081548
"every_other_day",0.223981289887717
"every_other_day",0.136117242862215
"every_other_day",0.207709942223881
"every_other_day",0.309330766083841
"every_other_day",0.220080394161884
"every_other_day",0.28601567276358
"every_other_day",0.2705198954301
"every_other_day",0.253807221042975
"every_other_day",0.310448966959379
"every_other_day",0.168869659641657
"every_other_day",0.124846254110221
"every_other_day",0.119505382931226
"every_other_day",0.198218044562133
"every_other_day",0.268680627184711
"every_other_day",0.134144854450172
"every_other_day",0.179396272228931
"every_other_day",0.181584934049793
"every_other_day",0.160488337024735
"every_other_day",0.149838388583808
"every_other_day",0.255574193189772
"every_other_day",0.1920394537386
"every_other_day",0.250040216350568
"every_other_day",0.132195118350268
"every_other_day",0.13512716816683
"every_other_day",0.245906876774598
"every_other_day",0.360446641948743
"every_other_day",0.383641289040287
"every_other_day",0.166747920425508
"every_other_day",0.183840234784227
"every_other_day",0.159566051296738
"every_other_day",0.279193066966396
"every_other_day",0.126849001432032
"every_other_day",0.207758285227833
"every_other_day",0.248026052233868
"every_other_day",0.183473939544105
"every_other_day",0.13035171465029
"every_other_day",0.187212833257361
"every_other_day",0.236251315596545
