"testing_strategy","weighted_risk_reduction"
"every_other_day",0.282250136080782
"every_other_day",0.196529156340212
"every_other_day",0.16781127987421
"every_other_day",0.166284467025278
"every_other_day",0.142836433932621
"every_other_day",0.151166621319242
"every_other_day",0.203982621168025
"every_other_day",0.120415840565141
"every_other_day",0.279758801585425
"every_other_day",0.230534146651363
"every_other_day",0.172262461321838
"every_other_day",0.365253038885421
"every_other_day",0.278377314584419
"every_other_day",0.159613669583362
"every_other_day",0.19051438211133
"every_other_day",0.167275018221401
"every_other_day",0.156040353369868
"every_other_day",0.185267214999356
"every_other_day",0.127381810740717
"every_other_day",0.142246382297683
"every_other_day",0.162152563939632
"every_other_day",0.129988786549881
"every_other_day",0.162756935832827
"every_other_day",0.188401427422633
"every_other_day",0.248447237581697
"every_other_day",0.15958817758446
"every_other_day",0.163069149116591
"every_other_day",0.288386622959271
"every_other_day",0.153187049328854
"every_other_day",0.292963108492934
"every_other_day",0.129076277473908
"every_other_day",0.177251771238933
"every_other_day",0.215737497372649
"every_other_day",0.204027270010737
"every_other_day",0.257726773636477
"every_other_day",0.147493128986172
"every_other_day",0.129788378892986
"every_other_day",0.169617695783772
"every_other_day",0.221588421659224
"every_other_day",0.174363358341554
"every_other_day",0.330671682472715
"every_other_day",0.232030293689768
"every_other_day",0.137166663063792
"every_other_day",0.194706623966497
"every_other_day",0.164018135467094
"every_other_day",0.115856851512134
"every_other_day",0.10450786901696
"every_other_day",0.217831034243068
"every_other_day",0.179169006632083
"every_other_day",0.158351518899425
"every_other_day",0.186111096205165
"every_other_day",0.136117242862215
"every_other_day",0.197383868179028
"every_other_day",0.196527146846543
"every_other_day",0.202743273274361
"every_other_day",0.220637499771165
"every_other_day",0.237296145310332
"every_other_day",0.255399763911133
"every_other_day",0.240158741716064
"every_other_day",0.17845832866529
"every_other_day",0.120462910543679
"every_other_day",0.118568468045484
"every_other_day",0.185810826530554
"every_other_day",0.162428116688646
"every_other_day",0.134144854450172
"every_other_day",0.186383853959788
"every_other_day",0.191781733183317
"every_other_day",0.167519140897605
"every_other_day",0.144683821631989
"every_other_day",0.169391431202446
"every_other_day",0.154042213664116
"every_other_day",0.250040216350568
"every_other_day",0.142303386014852
"every_other_day",0.125521501202947
"every_other_day",0.21896625049952
"every_other_day",0.369348658464655
"every_other_day",0.23653693080942
"every_other_day",0.165102138771719
"every_other_day",0.138413437264693
"every_other_day",0.195121322458048
"every_other_day",0.204313945431128
"every_other_day",0.124818016660081
"every_other_day",0.201381200536681
"every_other_day",0.274287741079362
"every_other_day",0.161987088857476
"every_other_day",0.114658427435188
"every_other_day",0.171120971588737
"every_other_day",0.205393873231304
"every_other_day",0.169575630250505
"every_other_day",0.162975090783622
"every_other_day",0.177432245715283
"every_other_day",0.121294105605725
"every_other_day",0.247398506955263
"every_other_day",0.136535223439788
"every_other_day",0.119308702665215
"every_other_day",0.216824470092392
"every_other_day",0.140719214168475
"every_other_day",0.190002231432908
"every_other_day",0.163018336030219
"every_other_day",0.14272306413086
"every_other_day",0.13120186857962
"every_other_day",0.167727823731593
"every_other_day",0.149870193686963
"every_other_day",0.176787918448875
"every_other_day",0.222085785402567
"every_other_day",0.238170364539753
"every_other_day",0.209338405972114
"every_other_day",0.222823743476299
"every_other_day",0.158452358679652
"every_other_day",0.12073092004031
"every_other_day",0.135869588293698
"every_other_day",0.15983464745808
"every_other_day",0.180574558211722
"every_other_day",0.173355692002331
"every_other_day",0.179617833834889
"every_other_day",0.206887754654227
"every_other_day",0.266112087722058
"every_other_day",0.155796487232817
"every_other_day",0.163240322999688
"every_other_day",0.19936001716104
"every_other_day",0.143033534332995
"every_other_day",0.188854581415725
"every_other_day",0.153617509610972
"every_other_day",0.183911524974586
"every_other_day",0.130719901312558
"every_other_day",0.339484241269315
"every_other_day",0.147776694105405
"every_other_day",0.231394409611416
"every_other_day",0.19782334574586
"every_other_day",0.189203913794684
"every_other_day",0.177933850199512
"every_other_day",0.186787658345042
"every_other_day",0.196670156141138
"every_other_day",0.164478162845201
"every_other_day",0.193747646966888
"every_other_day",0.208243984645007
"every_other_day",0.174227318376414
"every_other_day",0.175314823587587
"every_other_day",0.191707536488679
"every_other_day",0.119215935922537
"every_other_day",0.150603206573904
"every_other_day",0.161870904249945
"every_other_day",0.147213387196797
"every_other_day",0.116108014911686
"every_other_day",0.156427028149176
"every_other_day",0.205806359696768
"every_other_day",0.197584178328435
"every_other_day",0.209873603973815
"every_other_day",0.16205284436598
"every_other_day",0.178643522800132
"every_other_day",0.353813691887404
"every_other_day",0.165808827368336
"every_other_day",0.122737983157218
"every_other_day",0.205341841417295
"every_other_day",0.249672037047086
"every_other_day",0.175995477556134
"every_other_day",0.24877699785307
"every_other_day",0.355963294727235
"every_other_day",0.138433963122139
"every_other_day",0.146460868317563
"every_other_day",0.204904254583867
"every_other_day",0.177761565939236
"every_other_day",0.162688685551692
"every_other_day",0.242134458814865
"every_other_day",0.193778718264205
"every_other_day",0.119916125387072
"every_other_day",0.177729173957704
"every_other_day",0.15114618401257
"every_other_day",0.154831743752478
"every_other_day",0.242491715110615
"every_other_day",0.196964682101369
"every_other_day",0.219222474718685
"every_other_day",0.270552485498482
"every_other_day",0.23268284473047
"every_other_day",0.139441485153399
"every_other_day",0.154302855338691
"every_other_day",0.300674632820949
"every_other_day",0.118022135205706
"every_other_day",0.169880783366752
"every_other_day",0.1724496136232
"every_other_day",0.164396314553621
"every_other_day",0.128915293782701
"every_other_day",0.201936323831487
"every_other_day",0.17955159901868
"every_other_day",0.174805543115223
"every_other_day",0.15176130341356
"every_other_day",0.164748079109129
"every_other_day",0.248815044116986
"every_other_day",0.307357792052511
"every_other_day",0.165590767146334
"every_other_day",0.143908580744778
"every_other_day",0.137583905965441
"every_other_day",0.176059930948737
"every_other_day",0.215155716760135
"every_other_day",0.23451886117324
"every_other_day",0.140883045828926
"every_other_day",0.141008747832484
"every_other_day",0.170217771591188
"every_other_day",0.184227091310796
"every_other_day",0.133339706774591
"every_other_day",0.23038319967273
"every_other_day",0.127362751863623
"every_other_day",0.17493125700786
"every_other_day",0.209511411036143
"every_other_day",0.244821280944253
"every_other_day",0.135856157980536
"every_other_day",0.168193296629497
"every_other_day",0.190549286226997
"every_other_day",0.237608703684351
"every_other_day",0.134331039610236
"every_other_day",0.148927954136844
"every_other_day",0.305137307793036
"every_other_day",0.184297531714897
"every_other_day",0.228044092040203
"every_other_day",0.130323183037565
"every_other_day",0.170504240601685
"every_other_day",0.189926049411459
"every_other_day",0.23106572343895
"every_other_day",0.157061993840408
"every_other_day",0.243064753118761
"every_other_day",0.174936952659585
"every_other_day",0.227388213791947
"every_other_day",0.321304112946078
"every_other_day",0.24724390571742
"every_other_day",0.322433982039838
"every_other_day",0.24453294565008
"every_other_day",0.293084886623593
"every_other_day",0.173354141066516
"every_other_day",0.160840008133836
"every_other_day",0.166396786158943
"every_other_day",0.188927267691298
"every_other_day",0.187643352181324
"every_other_day",0.274806196650939
"every_other_day",0.195031619790461
"every_other_day",0.152433369919565
"every_other_day",0.14425064140827
"every_other_day",0.139709459788605
"every_other_day",0.165929774315769
"every_other_day",0.162293841219766
"every_other_day",0.129220903824556
"every_other_day",0.137889893082626
"every_other_day",0.134331813683583
"every_other_day",0.148320101360613
"every_other_day",0.198858725934508
"every_other_day",0.203169159184005
"every_other_day",0.20441195512321
"every_other_day",0.180794847443668
"every_other_day",0.120174101890112
"every_other_day",0.160982755900291
"every_other_day",0.206055873508429
"every_other_day",0.207003815601569
"every_other_day",0.228144410160253
"every_other_day",0.164359515554015
"every_other_day",0.264848247516773
"every_other_day",0.161504193465636
"every_other_day",0.137240926130548
"every_other_day",0.239798210420656
"every_other_day",0.169531091690317
"every_other_day",0.468712961821323
"every_other_day",0.216633628648985
"every_other_day",0.148553591577526
"every_other_day",0.169778488968094
"every_other_day",0.178320359078948
"every_other_day",0.186711355989048
"every_other_day",0.159112414406644
"every_other_day",0.191917864586955
"every_other_day",0.217715353058809
"every_other_day",0.181112597802815
"every_other_day",0.171095746203902
"every_other_day",0.147826195705815
"every_other_day",0.141736552872803
"every_other_day",0.183565512988232
"every_other_day",0.168491860715589
"every_other_day",0.187881387481446
"every_other_day",0.15072259988288
"every_other_day",0.155301404815532
"every_other_day",0.253300591368794
"every_other_day",0.137894531607777
"every_other_day",0.164124987026115
"every_other_day",0.137628201002317
"every_other_day",0.232941751062744
"every_other_day",0.15455315327924
"every_other_day",0.169177721449916
"every_other_day",0.142576925933293
"every_other_day",0.232680343520979
"every_other_day",0.166725485241348
"every_other_day",0.116598042347855
"every_other_day",0.129355749917385
"every_other_day",0.250119304218288
"every_other_day",0.193966457343853
"every_other_day",0.144854845557347
"every_other_day",0.208847159372138
"every_other_day",0.121010055633621
"every_other_day",0.176856072610408
"every_other_day",0.134028873292433
"every_other_day",0.324017416029753
"every_other_day",0.199954085470692
"every_other_day",0.200875060236656
"every_other_day",0.161093335709538
"every_other_day",0.195099876557852
"every_other_day",0.173348915257809
"every_other_day",0.134478363840221
"every_other_day",0.333676238426963
"every_other_day",0.154194810856389
"every_other_day",0.173099108326804
"every_other_day",0.142570409894443
"every_other_day",0.178686900332783
"every_other_day",0.212328487677598
"every_other_day",0.159135107332385
"every_other_day",0.212319982709599
"every_other_day",0.313338589276093
"every_other_day",0.111176346367065
"every_other_day",0.148998438970572
"every_other_day",0.121072196198293
"every_other_day",0.131164092009436
"every_other_day",0.277229985013245
"every_other_day",0.187693242826161
"every_other_day",0.16788546745043
"every_other_day",0.115203516855567
"every_other_day",0.17739727811633
"every_other_day",0.165961295803088
"every_other_day",0.160530592855056
"every_other_day",0.24626335012176
"every_other_day",0.17289794222019
"every_other_day",0.1694479818317
"every_other_day",0.160646560703978
"every_other_day",0.130653694863988
"every_other_day",0.124289347023278
"every_other_day",0.159190583951217
"every_other_day",0.147584900070979
"every_other_day",0.194937867377247
"every_other_day",0.191272021338307
"every_other_day",0.186213013275496
"every_other_day",0.171246214463241
"every_other_day",0.123631077335066
"every_other_day",0.125778811635489
"every_other_day",0.23722002424975
"every_other_day",0.12782025087626
"every_other_day",0.230813786616306
"every_other_day",0.223956041610858
"every_other_day",0.204135290717804
"every_other_day",0.160400659727496
"every_other_day",0.131731168209595
"every_other_day",0.132923418670367
"every_other_day",0.143524743417695
"every_other_day",0.120168044643359
"every_other_day",0.291639088172655
"every_other_day",0.154029015239738
"every_other_day",0.25229678959138
"every_other_day",0.127336824904142
"every_other_day",0.217864691327845
"every_other_day",0.196001856664637
"every_other_day",0.219422217511101
"every_other_day",0.227823335427729
"every_other_day",0.216641528053347
"every_other_day",0.162820945373953
"every_other_day",0.245137800295254
"every_other_day",0.208672953594668
"every_other_day",0.221584116274699
"every_other_day",0.176867491572151
"every_other_day",0.129670347240434
"every_other_day",0.182852728197192
"every_other_day",0.19880812395577
"every_other_day",0.186178463617292
"every_other_day",0.12797645573088
"every_other_day",0.202932668330369
"every_other_day",0.232055960548409
"every_other_day",0.142120872990029
"every_other_day",0.14731397662016
"every_other_day",0.121016232850573
"every_other_day",0.158801884188923
"every_other_day",0.182881543186278
"every_other_day",0.154228980809305
"every_other_day",0.19076117656073
"every_other_day",0.138074395276616
