"testing_strategy","weighted_risk_reduction"
"every_other_day",0.286827069406167
"every_other_day",0.199659388765608
"every_other_day",0.14188680172805
"every_other_day",0.171909256533527
"every_other_day",0.151757813020736
"every_other_day",0.137757194631374
"every_other_day",0.198474576796781
"every_other_day",0.120610205029456
"every_other_day",0.273666032431194
"every_other_day",0.233542426725363
"every_other_day",0.176999057971939
"every_other_day",0.376903807391701
"every_other_day",0.297320471548769
"every_other_day",0.174849208046677
"every_other_day",0.176690521067431
"every_other_day",0.169380060883587
"every_other_day",0.164373694610278
"every_other_day",0.171372129359062
"every_other_day",0.139153604306611
"every_other_day",0.148525009708327
"every_other_day",0.178382565112006
"every_other_day",0.136216713025072
"every_other_day",0.168514786350795
"every_other_day",0.203120220912835
"every_other_day",0.263239380518612
"every_other_day",0.149025094652502
"every_other_day",0.167687545231132
"every_other_day",0.306005291838753
"every_other_day",0.149514674863312
"every_other_day",0.22684820003125
"every_other_day",0.129378946142939
"every_other_day",0.192499250613613
"every_other_day",0.192460982527761
"every_other_day",0.153435557666824
"every_other_day",0.274111387025416
"every_other_day",0.149150573141276
"every_other_day",0.139859102456951
"every_other_day",0.168272259593687
"every_other_day",0.198642330743637
"every_other_day",0.157805107180228
"every_other_day",0.294311448527931
"every_other_day",0.213133756696273
"every_other_day",0.148022771467359
"every_other_day",0.206860362825417
"every_other_day",0.174212662820988
"every_other_day",0.128173577416588
"every_other_day",0.107651195492972
"every_other_day",0.23648619575232
"every_other_day",0.194442026228167
"every_other_day",0.164802120814688
"every_other_day",0.206038191913817
"every_other_day",0.145649227724928
"every_other_day",0.20748843556587
"every_other_day",0.208305689534233
"every_other_day",0.199134639191049
"every_other_day",0.252218901999975
"every_other_day",0.262579340920125
"every_other_day",0.260040104340364
"every_other_day",0.245451873744394
"every_other_day",0.184677825708495
"every_other_day",0.125991279464427
"every_other_day",0.126333012446914
"every_other_day",0.201982948717072
"every_other_day",0.182574042730297
"every_other_day",0.139275700786666
"every_other_day",0.195104472366676
"every_other_day",0.184745870428588
"every_other_day",0.17492926213716
"every_other_day",0.154359386279774
"every_other_day",0.182530797823319
"every_other_day",0.164065703512146
"every_other_day",0.242530641135088
"every_other_day",0.164879830076587
"every_other_day",0.128648372440204
"every_other_day",0.240241847054232
"every_other_day",0.362804568470016
"every_other_day",0.243595352271152
"every_other_day",0.183358486249535
"every_other_day",0.15015167228811
"every_other_day",0.17172030976561
"every_other_day",0.204022307390407
"every_other_day",0.135227342760063
"every_other_day",0.206190945587927
"every_other_day",0.258587549587501
"every_other_day",0.179649783980583
"every_other_day",0.119405197820632
"every_other_day",0.16150678115823
"every_other_day",0.206638416395222
"every_other_day",0.192370312639267
"every_other_day",0.171062254622999
"every_other_day",0.194885325827853
"every_other_day",0.114842161105939
"every_other_day",0.258269987004193
"every_other_day",0.141124408985339
"every_other_day",0.117100049897588
"every_other_day",0.253381218229665
"every_other_day",0.146349537964929
"every_other_day",0.18369610148671
"every_other_day",0.149903638896714
"every_other_day",0.157079243782223
